word,affect,posemo,negemo,anx,anger,sad,social,family,friend,health,leisure,death
talked,0,0,0,0,0,0,1,0,0,0,0,0
talker,0,0,0,0,0,0,1,0,0,0,0,0
talking,0,0,0,0,0,0,1,0,0,0,0,0
talks,0,0,0,0,0,0,1,0,0,0,0,0
tanning,0,0,0,0,0,0,0,0,0,0,1,0
tantrum,1,0,1,0,1,0,0,0,0,0,0,0
team,0,0,0,0,0,0,1,0,0,0,1,0
tears,1,0,1,0,0,1,0,0,0,0,0,0
teas,1,0,1,0,1,0,1,0,0,0,0,0
techno,0,0,0,0,0,0,0,0,0,0,1,0
tehe,1,1,0,0,0,0,0,0,0,0,0,0
telephon,0,0,0,0,0,0,1,0,0,0,0,0
television,0,0,0,0,0,0,0,0,0,0,1,0
tell,0,0,0,0,0,0,1,0,0,0,0,0
telling,0,0,0,0,0,0,1,0,0,0,0,0
tells,0,0,0,0,0,0,1,0,0,0,0,0
temper,1,0,1,0,1,0,0,0,0,0,0,0
tempers,1,0,1,0,1,0,0,0,0,0,0,0
tender,1,1,0,0,0,0,0,0,0,1,0,0
tendoni,0,0,0,0,0,0,0,0,0,1,0,0
tennis,0,0,0,0,0,0,0,0,0,0,1,0
tense,1,0,1,1,0,0,0,0,0,0,0,0
tensing,1,0,1,1,0,0,0,0,0,0,0,0
tension,1,0,1,1,0,0,0,0,0,0,0,0
tequila,0,0,0,0,0,0,0,0,0,0,1,0
terribl,1,0,1,0,0,0,0,0,0,0,0,0
terrific,1,1,0,0,0,0,0,0,0,0,0,0
terrified,1,0,1,1,0,0,0,0,0,0,0,0
terrifies,1,0,1,1,0,0,0,0,0,0,0,0
terrify,1,0,1,1,1,0,0,0,0,0,0,0
terrifying,1,0,1,1,0,0,0,0,0,0,0,0
terror,1,0,1,1,0,0,0,0,0,0,0,0
testosterone,0,0,0,0,0,0,0,0,0,1,0,0
thank,1,1,0,0,0,0,0,0,0,0,0,0
thanked,1,1,0,0,0,0,0,0,0,0,0,0
thankf,1,1,0,0,0,0,0,0,0,0,0,0
thanks,1,1,0,0,0,0,0,0,0,0,0,0
theat,0,0,0,0,0,0,0,0,0,0,1,0
thee,0,0,0,0,0,0,1,0,0,0,0,0
their,0,0,0,0,0,0,1,0,0,0,0,0
them,0,0,0,0,0,0,1,0,0,0,0,0
themselves,0,0,0,0,0,0,1,0,0,0,0,0
therap,0,0,0,0,0,0,0,0,0,1,0,0
thermometer,0,0,0,0,0,0,0,0,0,1,0,0
they,0,0,0,0,0,0,1,0,0,0,0,0
they're,0,0,0,0,0,0,1,0,0,0,0,0
theyre,0,0,0,0,0,0,1,0,0,0,0,0
thief,1,0,1,0,0,0,0,0,0,0,0,0
thieve,1,0,1,0,0,0,0,0,0,0,0,0
thine,0,0,0,0,0,0,1,0,0,0,0,0
thou,0,0,0,0,0,0,1,0,0,0,0,0
thoughtful,1,1,0,0,0,0,0,0,0,0,0,0
thoust,0,0,0,0,0,0,1,0,0,0,0,0
threat,1,0,1,0,1,0,0,0,0,0,0,0
thrill,1,1,0,0,0,0,0,0,0,0,0,0
throb,0,0,0,0,0,0,0,0,0,1,0,0
thy,0,0,0,0,0,0,1,0,0,0,0,0
thyroid,0,0,0,0,0,0,0,0,0,1,0,0
ticked,1,0,1,0,1,0,0,0,0,0,0,0
ticket,0,0,0,0,0,0,0,0,0,0,1,0
timid,1,0,1,1,0,0,0,0,0,0,0,0
tingl,0,0,0,0,0,0,0,0,0,1,0,0
tire,0,0,0,0,0,0,0,0,0,1,0,0
tiring,0,0,0,0,0,0,0,0,0,1,0,0
tivo,0,0,0,0,0,0,0,0,0,0,1,0
told,0,0,0,0,0,0,1,0,0,0,0,0
toleran,1,1,0,0,0,0,0,0,0,0,0,0
tomb,0,0,0,0,0,0,0,0,0,0,0,1
tortur,1,0,1,0,1,0,0,0,0,0,0,0
tough,1,0,1,0,0,0,0,0,0,0,0,0
tox,0,0,0,0,0,0,0,0,0,1,0,0
toy,0,0,0,0,0,0,0,0,0,0,1,0
traged,1,0,1,0,0,1,0,0,0,0,0,0
tragic,1,0,1,0,0,1,0,0,0,0,0,0
tranquil,1,1,0,0,0,0,0,0,0,0,0,0
transact,0,0,0,0,0,0,1,0,0,0,0,0
trauma,1,0,1,0,0,0,0,0,0,0,0,0
travel,0,0,0,0,0,0,0,0,0,0,1,0
treasur,1,1,0,0,0,0,0,0,0,0,0,0
treat,1,1,0,0,0,0,0,0,0,0,0,0
trembl,1,0,1,1,0,0,0,0,0,0,0,0
triathl,0,0,0,0,0,0,0,0,0,0,1,0
trick,1,0,1,0,1,0,0,0,0,0,0,0
trite,1,0,1,0,0,0,0,0,0,0,0,0
triumph,1,1,0,0,0,0,0,0,0,0,0,0
trivi,1,0,1,0,0,0,0,0,0,0,0,0
troubl,1,0,1,0,0,0,0,0,0,0,0,0
true,1,1,0,0,0,0,0,0,0,0,0,0
trueness,1,1,0,0,0,0,0,0,0,0,0,0
truer,1,1,0,0,0,0,0,0,0,0,0,0
truest,1,1,0,0,0,0,0,0,0,0,0,0
truly,1,1,0,0,0,0,0,0,0,0,0,0
trust,1,1,0,0,0,0,0,0,0,0,0,0
truth,1,1,0,0,0,0,0,0,0,0,0,0
tumo,0,0,0,0,0,0,0,0,0,1,0,0
turmoil,1,0,1,1,0,0,0,0,0,0,0,0
tv,0,0,0,0,0,0,0,0,0,0,1,0
twitch,0,0,0,0,0,0,0,0,0,1,0,0
tylenol,0,0,0,0,0,0,0,0,0,1,0,0
ugh,1,0,1,0,0,0,0,0,0,0,0,0
ugl,1,0,1,0,1,0,0,0,0,0,0,0
ulcer,0,0,0,0,0,0,0,0,0,1,0,0
unattractive,1,0,1,0,0,0,0,0,0,0,0,0
uncertain,1,0,1,1,0,0,0,0,0,0,0,0
uncle,0,0,0,0,0,0,1,1,0,0,0,0
uncle's,0,0,0,0,0,0,1,1,0,0,0,0
uncles,0,0,0,0,0,0,1,1,0,0,0,0
uncomfortabl,1,0,1,1,0,0,0,0,0,0,0,0
uncontrol,1,0,1,1,0,0,0,0,0,0,0,0
uneas,1,0,1,1,0,0,0,0,0,0,0,0
unfortunate,1,0,1,0,0,0,0,0,0,0,0,0
unfriendly,1,0,1,0,0,0,0,0,0,0,0,0
ungrateful,1,0,1,0,0,0,0,0,0,0,0,0
unhapp,1,0,1,0,0,1,0,0,0,0,0,0
unhealth,0,0,0,0,0,0,0,0,0,1,0,0
unimportant,1,0,1,0,0,1,0,0,0,0,0,0
unimpress,1,0,1,0,0,0,0,0,0,0,0,0
unkind,1,0,1,0,0,0,0,0,0,0,0,0
unlov,1,0,1,0,0,0,0,0,0,0,0,0
unpleasant,1,0,1,0,0,0,0,0,0,0,0,0
unprotected,1,0,1,0,0,0,0,0,0,0,0,0
unsavo,1,0,1,0,0,0,0,0,0,0,0,0
unsuccessful,1,0,1,0,0,1,0,0,0,0,0,0
unsure,1,0,1,1,0,0,0,0,0,0,0,0
unwelcom,1,0,1,0,0,0,0,0,0,0,0,0
unwind,0,0,0,0,0,0,0,0,0,0,1,0
upset,1,0,1,1,0,0,0,0,0,0,0,0
uptight,1,0,1,1,0,0,0,0,0,0,0,0
ur,0,0,0,0,0,0,1,0,0,0,0,0
urn,0,0,0,0,0,0,0,0,0,0,0,1
us,0,0,0,0,0,0,1,0,0,0,0,0
useful,1,1,0,0,0,0,0,0,0,0,0,0
useless,1,0,1,0,0,1,0,0,0,0,0,0
vacation,0,0,0,0,0,0,0,0,0,0,1,0
vain,1,0,1,0,0,0,0,0,0,0,0,0
valuabl,1,1,0,0,0,0,0,0,0,0,0,0
value,1,1,0,0,0,0,0,0,0,0,0,0
valued,1,1,0,0,0,0,0,0,0,0,0,0
values,1,1,0,0,0,0,0,0,0,0,0,0
valuing,1,1,0,0,0,0,0,0,0,0,0,0
vanity,1,0,1,0,0,0,0,0,0,0,0,0
vcr,0,0,0,0,0,0,0,0,0,0,1,0
vertigo,0,0,0,0,0,0,0,0,0,1,0,0
viagra,0,0,0,0,0,0,0,0,0,1,0,0
vicious,1,0,1,0,1,0,0,0,0,0,0,0
vicodin,0,0,0,0,0,0,0,0,0,1,0,0
victim,1,0,1,0,1,0,0,0,0,0,0,0
video,0,0,0,0,0,0,0,0,0,0,1,0
vigor,1,1,0,0,0,0,0,0,0,0,0,0
vigour,1,1,0,0,0,0,0,0,0,0,0,0
vile,1,0,1,0,1,0,0,0,0,0,0,0
villain,1,0,1,0,1,0,0,0,0,0,0,0
violat,1,0,1,0,1,0,0,0,0,0,0,0
violent,1,0,1,0,1,0,0,0,0,0,0,0
virtue,1,1,0,0,0,0,0,0,0,0,0,0
virtuo,1,1,0,0,0,0,0,0,0,0,0,0
visit,0,0,0,0,0,0,1,0,0,0,0,0
vital,1,1,0,0,0,0,0,0,0,0,0,0
vitamin,0,0,0,0,0,0,0,0,0,1,0,0
vodka,0,0,0,0,0,0,0,0,0,0,1,0
volleyb,0,0,0,0,0,0,0,0,0,0,1,0
vomit,0,0,0,0,0,0,0,0,0,1,0,0
vulnerab,1,0,1,1,0,0,0,0,0,0,0,0
vulture,1,0,1,0,0,0,0,0,0,0,0,0
war,1,0,1,0,1,0,0,0,0,0,0,1
warfare,1,0,1,0,1,0,0,0,0,0,0,0
warm,1,1,0,0,0,0,0,0,0,0,0,0
warred,1,0,1,0,1,0,0,0,0,0,0,0
warring,1,0,1,0,1,0,0,0,0,0,0,0
wars,1,0,1,0,1,0,0,0,0,0,0,0
wart,0,0,0,0,0,0,0,0,0,1,0,0
warts,0,0,0,0,0,0,0,0,0,1,0,0
wash,0,0,0,0,0,0,0,0,0,1,0,0
we,0,0,0,0,0,0,1,0,0,0,0,0
weak,1,0,1,0,0,0,0,0,0,1,0,0
wealth,1,1,0,0,0,0,0,0,0,0,0,0
weapon,1,0,1,0,1,0,0,0,0,0,0,0
weary,0,0,0,0,0,0,0,0,0,1,0,0
wed,0,0,0,0,0,0,1,0,0,0,0,0
wedding,0,0,0,0,0,0,1,0,0,0,0,0
weds,0,0,0,0,0,0,1,0,0,0,0,0
weekend,0,0,0,0,0,0,0,0,0,0,1,0
weep,1,0,1,0,0,1,0,0,0,0,0,0
weightlift,0,0,0,0,0,0,0,0,0,0,1,0
weights,0,0,0,0,0,0,0,0,0,0,1,0
weird,1,0,1,0,0,0,0,0,0,0,0,0
welcom,1,1,0,0,0,0,1,0,0,0,0,0
well,1,1,0,0,0,0,0,0,0,0,0,0
wept,1,0,1,0,0,1,0,0,0,0,0,0
wheez,0,0,0,0,0,0,0,0,0,1,0,0
whine,1,0,1,0,0,1,0,0,0,0,0,0
whining,1,0,1,0,0,1,0,0,0,0,0,0
whiskey,0,0,0,0,0,0,0,0,0,0,1,0
whisky,0,0,0,0,0,0,0,0,0,0,1,0
who,0,0,0,0,0,0,1,0,0,0,0,0
who's,0,0,0,0,0,0,1,0,0,0,0,0
whom,0,0,0,0,0,0,1,0,0,0,0,0
whore,1,0,1,0,0,0,0,0,0,0,0,0
whos,0,0,0,0,0,0,1,0,0,0,0,0
whose,0,0,0,0,0,0,1,0,0,0,0,0
wicked,1,0,1,0,1,0,0,0,0,0,0,0
wife,0,0,0,0,0,0,1,1,0,0,0,0
willing,1,0,0,0,0,0,1,0,0,0,0,0
wimp,1,0,1,0,0,0,0,0,0,0,0,0
win,1,1,0,0,0,0,0,0,0,0,0,0
wine,0,0,0,0,0,0,0,0,0,0,1,0
wines,0,0,0,0,0,0,0,0,0,0,1,0
winn,1,1,0,0,0,0,0,0,0,0,0,0
wins,1,1,0,0,0,0,0,0,0,0,0,0
wisdom,1,1,0,0,0,0,0,0,0,0,0,0
wise,1,1,0,0,0,0,0,0,0,0,0,0
witch,1,0,1,0,0,0,0,0,0,0,0,0
withdrawal,0,0,0,0,0,0,0,0,0,1,0,0
wive,0,0,0,0,0,0,1,1,0,0,0,0
woe,1,0,1,0,0,1,0,0,0,0,0,0
woman,0,0,0,0,0,0,1,0,0,0,0,0
woman's,0,0,0,0,0,0,1,0,0,0,0,0
womanhood,0,0,0,0,0,0,1,0,0,0,0,0
womanly,0,0,0,0,0,0,1,0,0,0,0,0
women,0,0,0,0,0,0,1,0,0,0,0,0
won,1,1,0,0,0,0,0,0,0,0,0,0
wonderf,1,1,0,0,0,0,0,0,0,0,0,0
word,0,0,0,0,0,0,1,0,0,0,0,0
workout,0,0,0,0,0,0,0,0,0,0,1,0
worr,1,0,1,1,0,0,0,0,0,0,0,0
worse,1,0,1,0,0,0,0,0,0,0,0,0
worship,1,1,0,0,0,0,0,0,0,0,0,0
worst,1,0,1,0,0,0,0,0,0,0,0,0
worthless,1,0,1,0,0,1,0,0,0,0,0,0
worthwhile,1,1,0,0,0,0,0,0,0,0,0,0
wound,0,0,0,0,0,0,0,0,0,1,0,0
wow,1,1,0,0,0,0,0,0,0,0,0,0
write,0,0,0,0,0,0,1,0,0,0,0,0
writing,0,0,0,0,0,0,1,0,0,0,0,0
wrong,1,0,1,0,0,0,0,0,0,0,0,0
wrote,0,0,0,0,0,0,1,0,0,0,0,0
xanax,0,0,0,0,0,0,0,0,0,1,0,0
xbox,0,0,0,0,0,0,0,0,0,0,1,0
xray,0,0,0,0,0,0,0,0,0,1,0,0
y'all,0,0,0,0,0,0,1,0,0,0,0,0
ya,0,0,0,0,0,0,1,0,0,0,0,0
yall,0,0,0,0,0,0,1,0,0,0,0,0
yard,0,0,0,0,0,0,0,0,0,0,1,0
yawn,0,0,0,0,0,0,0,0,0,1,0,0
yay,1,1,0,0,0,0,0,0,0,0,0,0
yays,1,1,0,0,0,0,0,0,0,0,0,0
ye,0,0,0,0,0,0,1,0,0,0,0,0
yearn,1,0,1,0,0,1,0,0,0,0,0,0
yoga,0,0,0,0,0,0,0,0,0,0,1,0
you,0,0,0,0,0,0,1,0,0,0,0,0
your,0,0,0,0,0,0,1,0,0,0,0,0
yours,0,0,0,0,0,0,1,0,0,0,0,0
zit,0,0,0,0,0,0,0,0,0,1,0,0
zits,0,0,0,0,0,0,0,0,0,1,0,0
zoloft,0,0,0,0,0,0,0,0,0,1,0,0
